3,1,7,"Whats the most challenging part of maintaining relationships"
3,1,7,2 - Inaccurate
3,1,8,"What type of music is calming and conducive to relaxation"
3,1,8,5 - Extremely Accurate
3,1,9,"When is it okay to put yourself before others"
3,1,9,5 - Extremely Accurate
3,1,10,"What hairstyle is suitable for a formal job interview"
3,1,10,4 - Very Accurate
4,1,0,"What hairstyle is suitable for a formal job interview"
4,1,0,5 - Extremely Accurate
4,1,1,"Whats the most challenging part of maintaining relationships"
4,1,1,5 - Extremely Accurate
4,1,2,"How do you handle criticism at work"
4,1,2,5 - Extremely Accurate
4,1,3,"How do you usually react when things dont go your way"
4,1,3,5 - Extremely Accurate
4,1,4,"Where is the best location to watch a sunset"
4,1,4,5 - Extremely Accurate
4,1,5,"Where is the safest place to raise a family"
4,1,5,5 - Extremely Accurate
4,1,6,"Whats your go-to method for unwinding after a stressful day"
4,1,6,5 - Extremely Accurate
4,1,7,"How important is it to stay true to your roots"
4,1,7,5 - Extremely Accurate
4,1,8,"What type of music is calming and conducive to relaxation"
4,1,8,4 - Very Accurate
4,1,9,"How can you motivate yourself to stay focused and productive while working from home"
4,1,9,5 - Extremely Accurate
4,1,10,"When is the right time to start teaching children about financial responsibility"
4,1,10,5 - Extremely Accurate
5,1,0,"Where is the best location to watch a sunset"
5,1,0,5 - Extremely Accurate
5,1,1,"What country is the most likely to not exist in 50 years"
5,1,1,5 - Extremely Accurate
5,1,2,"Where is the safest place to raise a family"
5,1,2,3 - Somewhat Accurate
5,1,3,"When is the right time to start teaching children about financial responsibility"
5,1,3,5 - Extremely Accurate
5,1,4,"When is it okay to put yourself before others"
5,1,4,4 - Very Accurate
5,1,5,"Whats your go-to method for unwinding after a stressful day"
5,1,5,5 - Extremely Accurate
5,1,6,"What hairstyle is suitable for a formal job interview"
5,1,6,5 - Extremely Accurate
5,1,7,"How important is it to stay true to your roots"
5,1,7,5 - Extremely Accurate
5,1,8,"When is the best time of the day to go to the grocery store"
5,1,8,2 - Inaccurate
5,1,9,"How do I get out of a toxic relationship"
5,1,9,5 - Extremely Accurate
5,1,10,"How do you decide when its time to end a friendship"
5,1,10,4 - Very Accurate
1,0,0,"How do I get out of a toxic relationship"
1,0,0,5 - Extremely Accurate
1,0,1,"What country is the most likely to not exist in 50 years"
1,0,1,0 - Extremely Inaccurate
1,0,2,"Whats something that scares you about the future"
1,0,2,3 - Somewhat Accurate
1,0,3,"How do you usually react when things dont go your way"
1,0,3,5 - Extremely Accurate
1,0,4,"Where is the safest place to raise a family"
1,0,4,3 - Somewhat Accurate
1,0,5,"When is it okay to put yourself before others"
1,0,5,5 - Extremely Accurate
1,0,6,"How do you decide when its time to end a friendship"
1,0,6,4 - Very Accurate
1,0,7,"Whats the most challenging part of maintaining relationships"
1,0,7,5 - Extremely Accurate
1,0,8,"How important is it to stay true to your roots"
1,0,8,5 - Extremely Accurate
1,0,9,"What is the best way to console a child who lost their favorite toy"
1,0,9,5 - Extremely Accurate
1,0,10,"How do you feel about the idea of lifelong learning"
1,0,10,5 - Extremely Accurate
2,0,0,"When is the right time to start teaching children about financial responsibility"
2,0,0,3 - Somewhat Accurate
2,0,1,"What hairstyle is suitable for a formal job interview"
2,0,1,5 - Extremely Accurate
2,0,2,"How do you handle criticism at work"
2,0,2,5 - Extremely Accurate
2,0,3,"What type of music is calming and conducive to relaxation"
2,0,3,5 - Extremely Accurate
2,0,4,"How do you feel about the pace of technological change"
2,0,4,5 - Extremely Accurate
2,0,5,"How can you motivate yourself to stay focused and productive while working from home"
2,0,5,3 - Somewhat Accurate
2,0,6,"What does success mean to you"
2,0,6,2 - Inaccurate
2,0,7,"What is the best clothing to wear to a funeral"
2,0,7,5 - Extremely Accurate
2,0,8,"What caske is most likely to be enjoyed at a 10 year olds birthday party"
2,0,8,5 - Extremely Accurate
2,0,9,"How do you feel about the idea of lifelong learning"
2,0,9,4 - Very Accurate
2,0,10,"How do you decide when its time to end a friendship"
2,0,10,5 - Extremely Accurate
3,0,0,"What does success mean to you"
3,0,0,5 - Extremely Accurate
3,0,1,"What is the best way to console a child who lost their favorite toy"
3,0,1,5 - Extremely Accurate
3,0,2,"Where is the best location to watch a sunset"
3,0,2,5 - Extremely Accurate
3,0,3,"What hairstyle is suitable for a formal job interview"
3,0,3,5 - Extremely Accurate
3,0,4,"How do you usually react when things dont go your way"
3,0,4,5 - Extremely Accurate
3,0,5,"What country is the most likely to not exist in 50 years"
3,0,5,4 - Very Accurate
3,0,6,"Where is the safest place to raise a family"
3,0,6,3 - Somewhat Accurate
3,0,7,"Whats the most challenging part of maintaining relationships"
3,0,7,3 - Somewhat Accurate
3,0,8,"How do you feel about the pace of technological change"
3,0,8,5 - Extremely Accurate
3,0,9,"What is the best clothing to wear to a funeral"
3,0,9,5 - Extremely Accurate
3,0,10,"How do you feel about the idea of lifelong learning"
3,0,10,5 - Extremely Accurate
4,0,0,"Where is the best location to watch a sunset"
4,0,0,4 - Very Accurate
4,0,1,"How do you feel about the idea of lifelong learning"
4,0,1,5 - Extremely Accurate
4,0,2,"What hairstyle is suitable for a formal job interview"
4,0,2,4 - Very Accurate
4,0,3,"What caske is most likely to be enjoyed at a 10 year olds birthday party"
4,0,3,1 - Very Inaccurate
4,0,4,"How do I get out of a toxic relationship"
4,0,4,5 - Extremely Accurate
4,0,5,"Where is the safest place to raise a family"
4,0,5,3 - Somewhat Accurate
4,0,6,"How do you decide when its time to end a friendship"
4,0,6,5 - Extremely Accurate
4,0,7,"When is the right time to start teaching children about financial responsibility"
4,0,7,5 - Extremely Accurate
4,0,8,"Whats your go-to method for unwinding after a stressful day"
4,0,8,5 - Extremely Accurate
4,0,9,"Whats something that scares you about the future"
4,0,9,5 - Extremely Accurate
4,0,10,"Do you think its essential to always tell the truth"
4,0,10,4 - Very Accurate
5,0,0,"Whats the most challenging part of maintaining relationships"
5,0,0,5 - Extremely Accurate
5,0,1,"Where is the safest place to raise a family"
5,0,1,4 - Very Accurate
5,0,2,"What hairstyle is suitable for a formal job interview"
5,0,2,5 - Extremely Accurate
5,0,3,"What is the best clothing to wear to a funeral"
5,0,3,4 - Very Accurate
5,0,4,"What type of music is calming and conducive to relaxation"
5,0,4,5 - Extremely Accurate
5,0,5,"What country is the most likely to not exist in 50 years"
5,0,5,5 - Extremely Accurate
5,0,6,"How do you feel about the idea of lifelong learning"
5,0,6,4 - Very Accurate
5,0,7,"How do you decide when its time to end a friendship"
5,0,7,3 - Somewhat Accurate
5,0,8,"Do you think its essential to always tell the truth"
5,0,8,4 - Very Accurate
5,0,9,"Whats your go-to method for unwinding after a stressful day"
5,0,9,5 - Extremely Accurate
5,0,10,"How do you handle criticism at work"
5,0,10,5 - Extremely Accurate
